time,tavg,tmin,tmax,wdir,wspd,pres,prcp
2007-08-04,31.50,27.70,36.30,124.00,8.00,1012.00,0.00
2007-08-05,31.40,27.60,36.10,94.00,9.90,1012.00,0.00
2007-08-06,29.90,27.00,33.90,88.00,10.80,1011.99,0.00
2007-08-07,30.60,26.80,35.20,102.00,8.40,1011.99,0.00
2007-08-08,30.90,27.00,37.40,70.50,6.90,1011.98,0.40
2007-08-09,30.10,26.70,34.50,39.00,8.40,1011.98,3.10
2007-08-10,28.20,25.50,32.10,55.00,11.00,1011.97,2.40
2007-08-11,26.00,24.50,29.50,40.00,10.40,1011.97,25.00
2007-08-12,28.50,25.70,33.90,34.00,6.20,1011.96,3.00
2007-08-13,28.50,25.80,33.80,28.00,6.90,1011.96,4.30
2007-08-14,27.30,25.00,32.70,22.00,5.10,1011.95,99.40
2007-08-15,27.80,23.50,32.50,16.00,9.60,1011.95,11.40
2007-08-16,26.70,24.50,31.30,10.00,9.90,1011.95,21.00
2007-08-17,28.40,24.40,33.30,66.50,8.30,1011.94,9.80
2007-08-18,30.30,26.10,36.40,123.00,8.60,1011.94,0.00
2007-08-19,31.60,26.40,36.40,179.50,7.40,1011.93,0.00
2007-08-20,30.60,28.80,34.40,236.00,8.00,1011.93,0.00
2007-08-21,26.10,23.90,29.90,199.25,7.10,1011.92,95.20
2007-08-22,26.10,24.00,29.70,162.50,5.00,1011.92,7.20
2007-08-23,26.50,25.00,28.60,125.75,7.50,1011.91,7.20
2007-08-24,27.30,25.60,31.80,89.00,7.20,1011.91,2.60
2007-08-25,27.70,24.70,32.90,98.29,6.00,1011.90,2.50
2007-08-26,27.80,24.40,34.20,107.57,4.20,1011.90,2.00
2007-08-27,28.00,25.00,32.70,116.86,6.30,1011.89,1.20
2007-08-28,28.70,24.70,32.60,126.14,5.60,1011.89,0.30
2007-08-29,29.40,26.50,34.50,135.43,4.90,1011.88,11.30
2007-08-30,29.90,25.80,34.40,144.71,4.20,1011.88,0.00
2007-08-31,29.10,27.20,33.20,154.00,6.80,1011.88,0.00
2007-09-01,28.50,26.80,31.80,99.00,7.20,1011.87,0.00
2007-09-02,27.60,24.90,31.60,74.25,5.40,1011.87,48.80
2007-09-03,27.40,24.40,31.90,49.50,5.30,1011.86,1.60
2007-09-04,26.20,24.40,31.60,24.75,5.70,1011.86,33.60
2007-09-05,24.90,23.10,27.90,0.00,9.30,1011.85,2.50
2007-09-06,26.10,23.00,30.40,0.91,6.70,1011.85,0.00
2007-09-07,28.00,23.80,32.30,1.82,5.10,1011.84,0.00
2007-09-08,28.70,25.30,32.90,2.73,5.70,1011.84,1.50
2007-09-09,29.20,25.10,33.00,3.64,5.60,1011.83,0.00
2007-09-10,29.10,26.70,32.60,4.55,6.30,1011.83,0.00
2007-09-11,28.30,26.30,32.00,5.45,6.20,1011.82,0.00
2007-09-12,27.10,24.60,32.40,6.36,5.60,1011.82,23.60
2007-09-13,28.40,25.50,33.50,7.27,5.30,1011.81,0.10
2007-09-14,29.70,26.10,35.00,8.18,5.90,1011.81,0.00
2007-09-15,30.10,26.70,34.70,9.09,7.70,1011.80,0.00
2007-09-16,28.90,26.80,32.80,10.00,7.20,1011.80,0.00
2007-09-17,29.00,24.90,33.80,27.00,8.10,1011.80,0.00
2007-09-18,28.20,25.10,32.20,333.00,13.20,1011.79,0.00
2007-09-19,27.80,23.90,32.10,346.00,14.00,1011.79,0.00
2007-09-20,27.50,24.10,31.80,2.00,14.70,1011.78,0.00
2007-09-21,28.20,25.30,32.40,10.00,14.40,1011.78,0.00
2007-09-22,28.30,24.80,32.30,12.00,16.40,1011.77,0.00
2007-09-23,25.30,23.60,28.60,10.00,16.20,1011.77,3.10
2007-09-24,25.50,23.50,29.80,43.00,10.80,1011.76,17.20
2007-09-25,26.80,24.10,31.20,37.17,6.70,1011.76,19.50
2007-09-26,27.30,24.10,32.50,31.33,3.10,1011.75,0.00
2007-09-27,28.70,25.20,33.90,25.50,3.50,1011.75,0.00
2007-09-28,28.80,25.20,34.30,19.67,4.50,1011.74,0.00
2007-09-29,29.80,25.70,34.90,13.83,5.70,1011.74,0.00
2007-09-30,29.50,26.20,33.80,8.00,11.60,1011.73,0.00
2007-10-01,28.80,26.80,32.00,52.57,10.20,1011.73,0.00
2007-10-02,27.90,27.10,30.90,97.14,8.90,1011.73,0.00
2007-10-03,26.70,25.10,29.00,141.71,7.10,1011.72,0.50
2007-10-04,27.80,23.60,33.10,186.29,4.50,1011.72,0.00
2007-10-05,28.60,24.30,34.50,230.86,6.90,1011.71,0.00
2007-10-06,29.50,25.80,35.00,275.43,8.10,1011.71,0.00
2007-10-07,30.00,26.30,34.40,320.00,9.20,1011.70,0.00
2007-10-08,28.40,26.60,31.20,8.00,12.60,1011.70,0.00
2007-10-09,25.20,22.50,29.00,1.00,14.40,1011.69,0.00
2007-10-10,24.80,20.40,29.70,1.00,10.95,1011.69,0.00
2007-10-11,26.50,23.50,31.00,1.00,7.50,1011.68,0.00
2007-10-12,27.10,24.90,31.40,1.00,6.90,1011.68,0.00
2007-10-13,26.60,24.80,29.20,1.00,10.10,1011.67,0.00
2007-10-14,25.60,23.60,28.80,1.00,15.60,1011.67,0.00
2007-10-15,23.60,21.80,27.20,10.00,17.60,1011.66,0.00
2007-10-16,23.00,20.70,28.30,4.00,14.90,1011.66,0.00
2007-10-17,23.40,18.90,27.80,6.00,12.00,1011.66,0.00
2007-10-18,22.90,19.00,28.60,6.50,5.30,1011.65,0.00
2007-10-19,23.70,20.00,28.50,7.00,11.40,1011.65,0.00
2007-10-20,23.10,18.50,28.60,6.55,5.90,1011.64,0.00
2007-10-21,23.30,19.40,29.30,6.09,4.70,1011.64,0.00
2007-10-22,23.90,19.30,29.60,5.64,4.10,1011.63,0.00
2007-10-23,24.30,20.40,31.10,5.18,4.50,1011.63,0.00
2007-10-24,25.10,21.10,31.00,4.73,3.50,1011.62,0.00
2007-10-25,26.10,21.10,32.70,4.27,5.90,1011.62,0.00
2007-10-26,25.60,21.10,31.90,3.82,6.20,1011.61,0.00
2007-10-27,25.20,22.20,29.30,3.36,5.30,1011.61,0.00
2007-10-28,24.80,22.20,29.10,2.91,5.60,1011.60,0.00
2007-10-29,24.90,22.20,28.90,2.45,7.20,1011.60,0.00
2007-10-30,22.80,19.10,26.50,2.00,12.30,1011.59,0.00
2007-10-31,19.10,18.00,23.40,1.50,7.40,1011.59,18.10
2007-11-01,19.10,17.00,21.80,1.00,15.60,1011.58,0.30
2007-11-02,18.50,15.70,22.70,6.00,14.70,1011.58,0.40
2007-11-03,19.80,15.40,25.10,5.00,9.60,1011.58,0.00
2007-11-04,20.50,16.10,25.90,4.00,10.10,1011.57,0.00
2007-11-05,21.30,16.30,26.10,1.00,14.30,1011.57,0.00
2007-11-06,22.50,18.10,28.10,3.00,15.00,1011.56,0.00
2007-11-07,22.30,17.70,26.70,8.00,14.60,1011.56,0.00
2007-11-08,22.00,19.90,25.10,28.00,11.00,1011.55,0.00
2007-11-09,22.90,19.70,28.20,1.00,12.20,1011.55,0.00
2007-11-10,21.30,15.90,28.20,2.11,6.20,1011.54,0.00
2007-11-11,20.70,15.10,27.50,3.22,5.40,1011.54,0.00
2007-11-12,20.30,16.00,26.70,4.33,4.50,1011.53,0.00
2007-11-13,20.60,16.70,26.40,5.44,4.20,1011.53,0.00
2007-11-14,21.00,16.60,27.80,6.56,4.10,1011.52,0.00
2007-11-15,22.20,17.30,29.10,7.67,3.60,1011.52,0.00
2007-11-16,22.10,17.40,29.10,8.78,3.20,1011.51,0.00
2007-11-17,22.10,18.90,27.90,9.89,4.50,1011.51,0.00
2007-11-18,20.00,18.60,23.50,11.00,15.50,1011.51,0.00
2007-11-19,19.20,16.50,23.90,6.00,12.80,1011.50,0.00
2007-11-20,18.60,14.30,24.40,4.00,11.30,1011.50,0.00
2007-11-21,18.70,14.00,25.60,5.00,6.30,1011.49,0.00
2007-11-22,19.20,14.70,25.40,6.00,5.90,1011.49,0.00
2007-11-23,19.20,14.60,24.90,7.00,9.50,1011.48,0.00
2007-11-24,19.00,15.70,25.20,5.33,6.60,1011.48,0.00
2007-11-25,19.40,16.80,24.30,3.67,6.20,1011.47,1.30
2007-11-26,20.60,17.90,23.80,2.00,16.10,1011.47,0.00
2007-11-27,17.60,15.10,20.90,357.00,16.00,1011.46,0.00
2007-11-28,14.60,10.10,20.10,358.00,12.90,1011.46,0.00
2007-11-29,14.40,7.90,21.80,287.60,5.70,1011.45,0.00
2007-11-30,14.20,7.90,22.60,217.20,4.10,1011.45,0.00
2007-12-01,15.70,10.10,23.50,146.80,3.90,1011.44,0.00
2007-12-02,19.50,15.00,26.00,76.40,5.30,1011.44,0.00
2007-12-03,17.80,15.50,22.60,6.00,9.60,1011.44,0.00
2007-12-04,16.60,11.30,22.70,40.50,6.80,1011.43,0.00
2007-12-05,16.20,13.40,20.10,75.00,4.50,1011.43,0.00
2007-12-06,17.30,15.10,22.00,109.50,6.00,1011.42,0.00
2007-12-07,16.50,13.50,21.40,144.00,8.40,1011.42,0.00
2007-12-08,15.00,10.20,21.80,178.50,4.80,1011.41,0.00
2007-12-09,17.10,13.20,22.30,213.00,4.20,1011.41,0.00
2007-12-10,19.60,15.60,26.00,247.50,3.20,1011.40,0.00
2007-12-11,20.90,16.10,27.40,282.00,4.50,1011.40,0.00
2007-12-12,21.60,18.30,27.80,316.50,3.80,1011.39,0.00
2007-12-13,19.30,16.60,23.80,351.00,10.40,1011.39,0.00
2007-12-14,17.50,14.10,22.70,349.00,5.70,1011.38,0.00
2007-12-15,18.90,15.30,24.60,347.00,4.50,1011.38,0.00
2007-12-16,19.20,15.20,24.90,345.00,4.10,1011.37,0.00
2007-12-17,20.60,17.10,25.20,343.00,3.90,1011.37,0.00
2007-12-18,19.80,18.20,23.90,341.00,8.30,1011.36,0.00
2007-12-19,16.70,16.00,19.10,339.00,10.50,1011.36,0.00
2007-12-20,17.70,15.90,20.30,228.67,3.90,1011.36,0.00
2007-12-21,20.20,15.90,25.70,118.33,3.80,1011.35,0.00
2007-12-22,19.90,18.00,23.30,8.00,7.70,1011.35,0.00
2007-12-23,15.00,13.70,18.00,354.00,9.50,1011.34,5.20
2007-12-24,15.60,12.80,19.80,348.00,11.40,1011.34,11.00
2007-12-25,15.30,13.80,18.90,15.00,12.00,1011.33,0.00
2007-12-26,15.80,11.00,22.00,11.50,5.10,1011.33,0.00
2007-12-27,17.70,14.10,23.10,8.00,4.70,1011.32,0.00
2007-12-28,18.10,14.30,24.30,4.50,7.80,1011.32,0.00
2007-12-29,15.80,14.70,18.40,1.00,14.90,1011.31,0.00
2007-12-30,13.70,10.90,17.70,6.00,16.40,1011.31,0.00
2007-12-31,12.70,9.10,16.70,16.00,15.30,1011.30,0.00
2008-01-01,11.90,8.80,16.60,10.00,15.60,1011.30,0.00
2008-01-02,11.10,7.00,17.10,16.00,9.80,1011.29,0.00
2008-01-03,11.20,6.20,19.20,28.33,5.30,1011.29,0.00
2008-01-04,12.50,7.10,20.90,40.67,4.40,1011.29,0.00
2008-01-05,14.00,9.50,22.30,53.00,3.80,1011.28,0.00
2008-01-06,15.10,9.50,23.90,65.33,3.80,1011.28,0.00
2008-01-07,17.70,12.90,26.80,77.67,3.80,1011.27,0.00
2008-01-08,19.60,15.40,26.10,90.00,3.60,1011.27,0.00
2008-01-09,21.20,17.60,26.50,102.33,3.80,1011.26,0.00
2008-01-10,21.40,19.30,24.60,114.67,6.00,1011.26,0.00
2008-01-11,22.60,20.70,27.50,127.00,10.40,1011.25,0.00
2008-01-12,21.90,19.00,27.50,237.00,6.50,1011.25,0.00
2008-01-13,16.00,12.60,21.30,347.00,16.80,1011.24,0.00
2008-01-14,12.90,9.10,18.60,1.00,14.30,1011.24,0.00
2008-01-15,11.60,8.50,16.70,7.00,15.80,1011.23,0.00
2008-01-16,10.20,6.10,14.30,3.00,17.50,1011.23,0.80
2008-01-17,8.30,5.90,12.30,5.00,13.50,1011.22,3.60
2008-01-18,11.00,8.00,15.50,86.75,8.30,1011.22,0.00
2008-01-19,14.50,12.10,18.90,168.50,4.70,1011.22,0.00
2008-01-20,16.50,13.80,22.60,250.25,8.40,1011.21,0.00
2008-01-21,12.10,9.80,16.20,332.00,15.30,1011.21,0.00
2008-01-22,11.90,8.90,17.80,340.00,10.50,1011.20,0.00
2008-01-23,12.50,9.00,17.90,346.00,11.40,1011.20,0.00
2008-01-24,11.60,9.20,14.70,354.00,15.50,1011.19,0.00
2008-01-25,8.50,7.20,12.30,359.00,10.80,1011.19,39.70
2008-01-26,7.00,6.30,7.60,5.00,10.50,1011.18,7.70
2008-01-27,6.10,5.10,7.10,353.00,11.40,1011.18,1.80
2008-01-28,6.90,5.50,8.50,350.50,8.30,1011.17,0.30
2008-01-29,6.70,6.00,8.00,348.00,10.80,1011.17,9.50
2008-01-30,6.30,6.10,7.10,356.00,10.50,1011.16,30.80
2008-01-31,5.50,4.60,6.70,7.00,13.50,1011.16,3.80
2008-02-01,5.70,5.10,6.80,359.00,10.00,1011.15,0.10
2008-02-02,5.40,4.90,6.20,348.00,10.70,1011.15,17.10
2008-02-03,7.70,3.60,13.50,354.00,12.80,1011.14,0.00
2008-02-04,7.10,5.50,9.60,346.50,5.10,1011.14,4.00
2008-02-05,8.00,7.00,9.40,339.00,10.70,1011.14,1.50
2008-02-06,8.80,6.70,12.80,7.00,16.80,1011.13,0.00
2008-02-07,8.40,4.30,14.20,4.00,11.70,1011.13,0.00
2008-02-08,9.50,7.00,12.50,356.00,13.20,1011.12,0.00
2008-02-09,9.70,5.80,14.70,8.00,15.00,1011.12,0.00
2008-02-10,9.60,8.40,10.80,7.33,16.30,1011.11,0.00
2008-02-11,6.70,5.30,9.50,6.67,17.60,1011.11,0.00
2008-02-12,9.50,6.30,14.80,6.00,18.90,1011.10,0.00
2008-02-13,9.90,7.80,12.10,8.00,11.60,1011.10,0.00
2008-02-14,11.00,9.60,12.60,354.00,12.00,1011.09,0.00
2008-02-15,11.90,6.30,19.00,353.25,7.20,1011.09,0.00
2008-02-16,12.10,7.10,17.20,352.50,4.10,1011.08,0.00
2008-02-17,11.80,10.10,14.40,351.75,5.00,1011.08,1.10
2008-02-18,13.70,10.40,18.70,351.00,8.60,1011.07,0.00
2008-02-19,14.00,10.50,19.50,350.25,9.60,1011.07,0.00
2008-02-20,14.60,9.20,21.80,349.50,6.20,1011.07,0.00
2008-02-21,16.20,10.60,24.50,348.75,4.70,1011.06,0.00
2008-02-22,19.40,15.70,24.50,348.00,4.80,1011.06,0.00
2008-02-23,19.60,17.10,22.90,347.25,5.70,1011.05,0.20
2008-02-24,16.90,15.30,19.60,346.50,4.80,1011.05,5.90
2008-02-25,15.80,14.10,17.60,345.75,3.00,1011.04,19.20
2008-02-26,12.80,10.40,16.90,345.00,15.80,1011.04,0.10
2008-02-27,12.40,8.40,17.90,359.00,16.40,1011.03,0.00
2008-02-28,14.20,8.70,20.50,348.50,7.40,1011.03,0.00
2008-02-29,13.30,12.10,16.40,338.00,8.90,1011.02,0.70
2008-03-01,14.40,7.60,23.70,294.40,3.80,1011.02,0.00
2008-03-02,16.30,9.80,25.70,250.80,4.50,1011.01,0.00
2008-03-03,17.90,10.80,27.70,207.20,5.00,1011.01,0.00
2008-03-04,18.00,12.50,25.90,163.60,5.00,1011.00,0.00
2008-03-05,18.00,12.60,24.60,120.00,6.60,1011.00,0.00
2008-03-06,19.10,12.30,24.90,122.00,5.30,1011.00,0.00
2008-03-07,20.00,14.60,25.70,124.00,4.50,1010.99,0.00
2008-03-08,19.00,16.50,22.40,126.00,8.70,1010.99,0.00
2008-03-09,19.60,14.80,26.30,128.00,5.40,1010.98,0.00
2008-03-10,21.00,17.90,25.80,130.00,4.50,1010.98,0.10
2008-03-11,20.90,17.30,26.40,132.00,4.20,1010.97,0.00
2008-03-12,21.90,17.20,27.70,134.00,7.40,1010.97,0.00
2008-03-13,21.10,19.80,24.00,136.00,5.60,1010.96,0.30
2008-03-14,21.20,19.40,23.80,138.00,6.00,1010.96,0.00
2008-03-15,21.80,19.80,24.90,140.00,5.10,1010.95,0.00
2008-03-16,22.10,19.00,26.60,142.00,6.20,1010.95,0.00
2008-03-17,22.90,20.80,25.90,144.00,8.00,1010.94,0.00
2008-03-18,22.00,20.80,24.40,142.33,6.00,1010.94,1.80
2008-03-19,23.90,19.30,29.40,140.67,6.30,1010.93,0.00
2008-03-20,22.00,20.30,24.80,139.00,9.00,1010.93,0.00
2008-03-21,21.60,19.40,23.90,96.67,7.70,1010.92,0.00
2008-03-22,20.20,17.60,22.70,54.33,7.40,1010.92,38.90
2008-03-23,18.60,16.00,23.60,12.00,11.40,1010.92,0.00
2008-03-24,20.20,13.70,27.70,33.20,4.40,1010.91,0.00
2008-03-25,18.10,17.40,21.60,54.40,5.00,1010.91,1.50
2008-03-26,18.70,16.30,23.80,75.60,3.60,1010.90,1.00
2008-03-27,20.10,15.10,24.90,96.80,6.00,1010.90,0.00
2008-03-28,21.30,18.80,23.70,118.00,10.40,1010.89,17.10
2008-03-29,23.70,21.80,26.60,128.00,8.70,1010.89,0.60
2008-03-30,21.00,17.60,24.20,14.00,8.40,1010.88,0.70
2008-03-31,16.00,15.50,17.70,0.00,6.50,1010.88,8.90
2008-04-01,15.90,15.20,16.60,21.14,4.20,1010.87,5.50
2008-04-02,15.70,15.20,16.60,42.29,6.30,1010.87,4.70
2008-04-03,15.50,14.40,16.60,63.43,3.50,1010.86,5.80
2008-04-04,20.20,16.50,24.90,84.57,3.20,1010.86,0.40
2008-04-05,23.60,21.00,28.00,105.71,5.70,1010.85,0.10
2008-04-06,24.40,20.00,30.70,126.86,5.00,1010.85,0.00
2008-04-07,25.30,21.90,31.40,148.00,8.40,1010.85,0.00
2008-04-08,27.00,24.70,31.40,153.00,12.90,1010.84,0.00
2008-04-09,26.00,24.60,28.00,114.00,7.80,1010.84,0.00
2008-04-10,26.60,24.40,29.40,120.00,8.40,1010.83,0.00
2008-04-11,25.40,24.40,27.10,146.00,13.20,1010.83,1.20
2008-04-12,24.00,23.30,25.60,101.00,8.70,1010.82,4.60
2008-04-13,22.90,22.30,24.90,114.33,8.00,1010.82,7.00
2008-04-14,24.60,21.40,28.40,127.67,4.10,1010.81,0.10
2008-04-15,25.30,21.60,29.90,141.00,7.80,1010.81,0.00
2008-04-16,25.70,22.00,30.20,127.33,3.30,1010.80,0.00
2008-04-17,26.70,22.70,32.30,113.67,7.70,1010.80,0.00
2008-04-18,26.40,24.20,28.30,100.00,8.40,1010.79,0.00
2008-04-19,24.10,22.50,26.70,92.00,17.10,1010.79,35.20
2008-04-20,24.70,22.40,27.00,181.00,6.50,1010.78,11.00
2008-04-21,26.10,24.30,29.30,270.00,3.90,1010.78,2.50
2008-04-22,24.20,21.80,27.60,359.00,10.50,1010.78,0.00
2008-04-23,20.80,19.70,23.40,5.00,16.00,1010.77,0.10
2008-04-24,21.40,18.30,25.40,49.00,8.60,1010.77,0.00
2008-04-25,20.40,19.70,22.30,52.67,4.50,1010.76,2.70
2008-04-26,22.80,19.40,27.70,56.33,5.30,1010.76,0.00
2008-04-27,21.80,19.30,24.50,60.00,6.20,1010.75,22.20
2008-04-28,21.60,18.40,26.00,95.75,4.40,1010.75,8.50
2008-04-29,23.00,18.50,27.90,131.50,4.70,1010.74,0.00
2008-04-30,23.50,20.90,27.00,167.25,4.50,1010.74,0.10
2008-05-01,24.80,22.90,27.70,203.00,5.40,1010.73,0.60
2008-05-02,23.70,23.20,25.20,238.75,5.60,1010.73,6.50
2008-05-03,25.70,23.00,29.70,274.50,8.10,1010.72,0.00
2008-05-04,27.90,24.60,32.00,310.25,5.90,1010.72,0.00
2008-05-05,25.50,24.20,28.90,346.00,8.30,1010.71,30.50
2008-05-06,23.50,21.30,25.60,235.00,6.60,1010.71,35.70
2008-05-07,25.50,22.60,30.00,124.00,8.00,1010.70,0.00
2008-05-08,28.10,24.40,33.60,162.00,7.50,1010.70,0.20
2008-05-09,28.40,25.80,33.30,280.00,9.30,1010.70,0.00
2008-05-10,23.70,21.80,26.80,3.00,15.90,1010.69,6.90
2008-05-11,22.90,21.40,25.10,10.89,5.60,1010.69,0.00
2008-05-12,25.00,19.30,32.00,18.78,5.00,1010.68,0.00
2008-05-13,26.80,21.20,32.30,26.67,5.40,1010.68,0.00
2008-05-14,26.30,21.10,31.80,34.56,4.80,1010.67,0.00
2008-05-15,26.60,22.40,31.80,42.44,5.30,1010.67,0.00
2008-05-16,27.20,24.10,32.00,50.33,5.60,1010.66,0.00
2008-05-17,25.90,24.60,28.10,58.22,6.20,1010.66,0.00
2008-05-18,25.20,23.30,29.30,66.11,5.60,1010.65,0.10
2008-05-19,22.20,21.40,23.90,74.00,6.80,1010.65,36.10
2008-05-20,21.70,20.70,22.40,81.89,5.60,1010.64,11.90
2008-05-21,22.90,20.50,25.80,89.78,3.90,1010.64,8.00
2008-05-22,24.30,22.30,27.30,97.67,4.50,1010.63,20.00
2008-05-23,27.20,24.20,32.60,105.56,6.50,1010.63,5.80
2008-05-24,28.10,25.60,32.50,113.44,6.50,1010.63,2.00
2008-05-25,27.40,25.00,30.60,121.33,6.80,1010.62,7.30
2008-05-26,25.70,23.10,30.20,129.22,5.40,1010.62,33.80
2008-05-27,28.30,25.40,32.60,137.11,7.20,1010.61,12.70
2008-05-28,27.90,25.10,31.80,145.00,10.70,1010.61,2.00
2008-05-29,26.40,23.90,31.00,139.00,7.40,1010.60,38.60
2008-05-30,24.80,24.10,28.50,133.00,4.40,1010.60,23.20
2008-05-31,25.60,24.20,26.90,127.00,5.60,1010.59,3.30
2008-06-01,24.80,24.10,26.60,121.00,6.30,1010.59,20.60
2008-06-02,26.90,24.60,32.50,115.00,5.70,1010.58,28.30
2008-06-03,24.60,23.40,27.10,109.00,5.70,1010.58,75.90
2008-06-04,26.40,24.00,30.80,103.00,6.00,1010.57,14.40
2008-06-05,27.40,24.50,31.50,107.00,5.90,1010.57,0.00
2008-06-06,23.70,22.60,26.50,111.00,12.30,1010.56,55.20
2008-06-07,25.70,22.80,29.50,127.00,7.10,1010.56,68.80
2008-06-08,25.90,24.40,32.10,143.00,6.90,1010.56,24.80
2008-06-09,28.30,26.20,31.60,159.00,9.00,1010.55,0.00
2008-06-10,29.00,26.30,32.40,174.00,10.50,1010.55,0.00
2008-06-11,28.00,24.60,31.00,153.00,7.50,1010.54,9.70
2008-06-12,28.10,25.90,31.60,132.00,8.80,1010.54,11.30
2008-06-13,25.20,24.30,27.50,131.50,8.90,1010.53,88.40
2008-06-14,25.70,24.30,29.70,131.00,6.80,1010.53,48.10
2008-06-15,27.30,24.60,31.80,135.75,6.80,1010.52,54.00
2008-06-16,26.70,25.10,30.90,140.50,7.20,1010.52,8.50
2008-06-17,26.80,25.20,30.30,145.25,9.00,1010.51,16.40
2008-06-18,25.40,24.80,27.50,150.00,11.10,1010.51,37.60
2008-06-19,27.10,24.60,31.60,122.00,9.50,1010.50,2.40
2008-06-20,28.90,26.00,32.00,144.00,10.20,1010.50,0.00
2008-06-21,29.50,25.80,34.70,179.40,7.20,1010.49,0.00
2008-06-22,30.50,26.20,35.70,214.80,5.60,1010.49,0.00
2008-06-23,31.50,27.10,36.60,250.20,6.30,1010.48,0.00
2008-06-24,31.40,27.30,36.40,285.60,7.10,1010.48,0.00
2008-06-25,27.50,25.10,32.10,321.00,13.90,1010.48,59.40
2008-06-26,25.90,24.40,26.50,205.00,14.00,1010.47,138.10
2008-06-27,26.40,24.90,28.60,195.00,6.30,1010.47,1.20
2008-06-28,26.20,24.10,28.40,185.00,6.30,1010.46,17.80
2008-06-29,25.00,24.20,28.90,175.00,6.30,1010.46,44.80
2008-06-30,25.80,24.20,30.40,165.00,5.00,1010.45,8.90
2008-07-01,26.20,25.00,31.90,155.00,6.00,1010.45,15.00
2008-07-02,28.00,25.90,32.00,145.00,7.50,1010.44,3.30
2008-07-03,29.40,26.60,33.70,135.00,9.00,1010.44,0.00
2008-07-04,29.70,26.20,33.50,136.00,8.60,1010.43,0.00
2008-07-05,29.90,25.60,35.20,105.00,8.10,1010.43,0.00
2008-07-06,27.10,24.30,32.40,74.00,8.00,1010.42,17.00
2008-07-07,26.90,24.20,29.80,114.00,7.10,1010.42,2.70
2008-07-08,28.10,25.80,31.30,154.00,8.30,1010.41,3.10
2008-07-09,27.00,25.10,28.80,127.00,8.90,1010.41,12.60
2008-07-10,27.10,25.70,30.20,134.70,7.20,1010.41,7.40
2008-07-11,27.30,25.50,30.90,142.40,6.90,1010.40,1.20
2008-07-12,27.50,25.30,31.20,150.10,6.90,1010.40,6.00
2008-07-13,26.00,25.20,30.90,157.80,6.20,1010.39,16.60
2008-07-14,27.30,24.90,32.60,165.50,4.40,1010.39,52.80
2008-07-15,28.00,24.80,33.90,173.20,5.00,1010.38,0.10
2008-07-16,27.90,25.10,33.90,180.90,4.40,1010.38,0.90
2008-07-17,29.50,25.90,34.60,188.60,5.70,1010.37,0.00
2008-07-18,30.50,27.00,33.80,196.30,9.60,1010.37,0.00
2008-07-19,30.30,25.80,35.40,204.00,8.60,1010.36,5.30
2008-07-20,28.00,24.40,33.50,187.33,6.20,1010.36,3.40
2008-07-21,28.60,24.30,34.60,170.67,8.40,1010.35,1.70
2008-07-22,30.20,27.70,34.90,154.00,11.40,1010.35,0.00
2008-07-23,30.20,27.90,33.40,148.00,11.90,1010.34,0.00
2008-07-24,31.20,27.00,35.80,149.43,6.90,1010.34,0.00
2008-07-25,31.40,27.00,36.50,150.86,5.00,1010.34,0.00
2008-07-26,32.60,27.50,37.70,152.29,4.70,1010.33,0.00
2008-07-27,32.00,28.30,37.50,153.71,5.90,1010.33,0.00
2008-07-28,33.50,28.30,38.60,155.14,8.30,1010.32,0.00
2008-07-29,32.90,29.70,36.90,156.57,6.90,1010.32,0.00
2008-07-30,31.30,30.10,34.40,158.00,9.50,1010.31,0.00
2008-07-31,28.20,24.90,31.70,97.00,9.80,1010.31,21.20
2008-08-01,29.30,25.90,33.90,96.00,7.70,1010.30,0.00
2008-08-02,29.40,25.60,33.20,84.80,5.30,1010.30,0.00
2008-08-03,30.50,26.40,35.10,73.60,5.10,1010.29,0.00
2008-08-04,30.00,26.20,36.70,62.40,8.00,1010.29,13.00
2008-08-05,27.20,24.60,32.60,51.20,8.40,1010.28,49.70
2008-08-06,26.70,25.00,28.80,40.00,18.60,1010.28,15.30
2008-08-07,26.60,23.80,29.20,87.00,11.10,1010.27,72.50
2008-08-08,27.10,25.90,30.60,95.33,6.50,1010.27,0.00
2008-08-09,29.10,24.90,34.40,103.67,4.70,1010.26,0.00
2008-08-10,29.80,25.80,34.60,112.00,6.00,1010.26,0.00
2008-08-11,27.70,25.70,30.30,120.33,8.40,1010.26,0.00
2008-08-12,27.10,25.00,30.90,128.67,6.30,1010.25,17.80
2008-08-13,29.40,25.70,34.10,137.00,5.40,1010.25,0.00
2008-08-14,30.70,26.00,35.70,145.33,7.20,1010.24,0.00
2008-08-15,30.80,26.90,34.80,153.67,9.20,1010.24,0.00
2008-08-16,30.30,27.70,35.10,162.00,9.90,1010.23,0.00
2008-08-17,30.30,27.70,34.10,144.00,10.80,1010.23,0.00
2008-08-18,30.80,27.80,35.70,121.00,8.30,1010.22,0.00
2008-08-19,30.70,26.90,34.50,119.00,8.40,1010.22,0.00
2008-08-20,31.30,26.80,36.60,84.33,5.70,1010.21,0.00
2008-08-21,31.70,28.60,36.90,49.67,5.50,1010.21,1.30
2008-08-22,30.20,27.60,33.50,15.00,21.90,1010.20,0.00
2008-08-23,25.00,23.70,30.20,119.00,12.80,1010.20,10.40
2008-08-24,26.60,24.80,31.00,132.00,9.60,1010.19,8.40
2008-08-25,28.50,26.20,33.10,141.00,6.00,1010.19,0.00
