time,tavg,tmin,tmax,wdir,wspd,pres,prcp
2005-01-01,6.60,2.10,11.40,358.00,14.40,1023.50,0.00
2005-01-02,8.70,7.00,12.40,180.50,3.80,1023.50,0.00
2005-01-03,11.70,7.50,14.70,3.00,7.50,1023.50,0.00
2005-01-04,13.40,11.80,16.50,328.00,9.80,1023.50,0.00
2005-01-05,14.10,12.50,16.70,228.00,6.30,1023.50,0.00
2005-01-06,15.00,12.20,22.20,128.00,4.50,1023.50,0.00
2005-01-07,16.60,11.50,22.70,28.00,6.00,1023.50,0.00
2005-01-08,16.00,11.70,21.40,348.00,8.70,1023.50,0.00
2005-01-09,12.80,9.00,17.40,356.00,12.20,1023.50,0.00
2005-01-10,12.40,8.40,18.40,358.00,8.10,1023.50,0.00
2005-01-11,13.60,10.30,18.00,18.00,7.70,1023.50,0.00
2005-01-12,11.90,10.70,14.00,356.00,12.80,1023.50,0.00
2005-01-13,7.40,6.40,10.70,1.00,11.30,1023.30,6.40
2005-01-14,8.60,4.90,14.40,353.00,14.30,1023.90,0.00
2005-01-15,9.70,5.00,16.00,355.00,9.60,1023.50,0.00
2005-01-16,11.40,7.40,17.60,19.00,5.90,1023.60,0.00
2005-01-17,12.00,7.50,18.70,42.50,5.10,1022.30,0.00
2005-01-18,16.10,12.00,21.60,66.00,4.40,1020.70,0.00
2005-01-19,15.40,12.90,18.30,89.50,7.50,1022.20,0.00
2005-01-20,13.40,12.00,15.10,113.00,7.10,1026.20,0.00
2005-01-21,15.00,9.80,20.50,136.50,5.30,1025.90,0.00
2005-01-22,17.60,15.10,22.50,160.00,4.70,1022.50,0.10
2005-01-23,18.20,13.20,24.50,183.50,6.50,1019.40,0.00
2005-01-24,18.80,16.70,22.80,207.00,6.60,1016.90,0.00
2005-01-25,19.60,17.70,22.60,230.50,5.30,1012.70,0.00
2005-01-26,19.80,18.20,22.70,254.00,6.50,1012.00,0.00
2005-01-27,18.60,17.50,22.70,277.50,7.10,1011.90,0.00
2005-01-28,12.50,11.50,17.80,301.00,7.80,1012.20,0.70
2005-01-29,13.60,12.20,14.80,324.50,3.50,1012.70,0.40
2005-01-30,12.30,10.90,14.80,348.00,10.50,1017.40,0.80
2005-01-31,10.70,9.90,11.80,4.00,9.70,1021.00,0.00
2005-02-01,9.50,8.10,10.60,37.60,8.10,1020.70,0.00
2005-02-02,8.20,7.30,9.10,71.20,5.70,1021.40,1.10
2005-02-03,9.00,8.00,9.90,104.80,3.80,1019.90,0.90
2005-02-04,13.00,9.90,15.80,138.40,2.60,1017.30,0.00
2005-02-05,17.80,15.10,20.80,172.00,1.80,1016.30,0.00
2005-02-06,19.70,17.20,25.10,205.60,6.30,1017.30,0.00
2005-02-07,20.90,18.30,26.90,239.20,4.80,1019.40,0.00
2005-02-08,19.50,16.30,23.70,272.80,5.60,1019.80,0.00
2005-02-09,21.30,19.10,24.70,306.40,3.60,1019.60,0.00
2005-02-10,15.30,12.40,21.70,340.00,14.10,1023.90,0.00
2005-02-11,13.10,10.40,16.80,348.00,8.70,1026.00,0.00
2005-02-12,15.10,12.80,19.50,335.00,9.00,1023.80,0.00
2005-02-13,16.50,12.20,22.60,335.40,5.90,1021.10,0.00
2005-02-14,18.60,16.70,20.50,335.80,4.50,1017.20,0.70
2005-02-15,21.20,19.00,25.90,336.20,7.20,1013.50,0.00
2005-02-16,23.20,21.20,27.30,336.60,8.70,1011.00,0.00
2005-02-17,14.10,12.80,23.30,337.00,11.70,1013.10,2.50
2005-02-18,10.20,8.70,12.80,0.00,15.20,1019.60,2.90
2005-02-19,9.60,8.30,12.50,1.00,20.00,1025.00,0.00
2005-02-20,8.10,6.60,9.90,10.00,14.70,1027.20,0.00
2005-02-21,7.40,6.20,9.00,14.00,7.40,1025.50,0.10
2005-02-22,7.50,6.30,8.70,62.71,4.80,1021.60,2.50
2005-02-23,11.00,8.70,12.80,111.43,1.90,1014.40,0.30
2005-02-24,15.90,12.60,19.40,160.14,2.40,1010.50,0.40
2005-02-25,19.00,16.30,23.30,208.86,3.30,1012.00,1.20
2005-02-26,15.70,13.60,19.00,257.57,7.20,1017.70,8.50
2005-02-27,11.80,10.80,13.60,306.29,7.20,1020.30,5.70
2005-02-28,11.90,9.00,15.40,355.00,13.20,1022.00,8.20
2005-03-01,10.70,10.00,13.30,355.00,6.50,1023.00,3.70
2005-03-02,10.40,10.00,11.10,355.00,7.50,1023.60,5.80
2005-03-03,12.10,9.90,16.30,355.00,14.70,1026.60,2.10
2005-03-04,11.20,9.10,15.10,317.44,8.60,1029.83,0.30
2005-03-05,11.80,7.10,18.90,279.89,6.80,1030.47,0.10
2005-03-06,13.60,6.40,20.90,242.33,6.30,1028.50,0.00
2005-03-07,15.80,9.30,23.00,204.78,5.70,1026.00,0.00
2005-03-08,17.80,12.10,24.50,167.22,6.20,1021.70,0.00
2005-03-09,20.00,17.20,22.80,129.67,5.00,1017.80,0.00
2005-03-10,21.00,18.30,23.70,92.11,5.40,1013.00,0.00
2005-03-11,21.50,20.30,23.10,54.56,4.80,1012.20,0.60
2005-03-12,15.30,8.50,22.00,17.00,15.20,1018.10,45.70
2005-03-13,7.70,5.90,8.80,4.00,15.00,1027.00,0.40
2005-03-14,10.70,8.80,13.60,3.60,4.50,1022.40,0.00
2005-03-15,12.50,10.10,15.50,3.20,3.80,1018.90,0.00
2005-03-16,17.40,14.00,21.40,2.80,3.20,1018.70,0.00
2005-03-17,21.00,17.50,25.70,2.40,6.60,1017.60,1.70
2005-03-18,21.50,17.90,25.20,2.00,9.50,1020.40,0.00
2005-03-19,20.00,17.00,23.90,72.60,6.00,1020.60,0.00
2005-03-20,20.20,14.20,26.60,143.20,5.90,1018.80,0.00
2005-03-21,20.50,18.20,23.30,213.80,6.30,1014.90,0.00
2005-03-22,22.40,18.60,27.00,284.40,5.00,1011.60,14.00
2005-03-23,17.60,14.80,22.50,355.00,14.70,1017.90,19.20
2005-03-24,17.40,14.30,21.50,1.00,12.80,1022.60,0.00
2005-03-25,18.20,14.80,21.90,39.00,4.70,1021.10,0.00
2005-03-26,18.40,15.90,21.80,77.00,3.60,1016.90,1.60
2005-03-27,21.10,19.20,23.90,115.00,3.80,1013.50,0.00
2005-03-28,23.10,21.30,28.20,153.00,3.20,1013.10,0.00
2005-03-29,23.90,21.70,27.50,191.00,8.40,1011.70,0.50
2005-03-30,19.50,17.10,23.60,229.00,6.90,1012.00,9.20
2005-03-31,17.80,17.00,18.90,267.00,5.20,1013.00,16.30
2005-04-01,18.00,17.30,19.50,305.00,4.20,1012.87,7.20
2005-04-02,20.20,16.80,25.90,343.00,10.40,1012.73,0.50
2005-04-03,21.40,16.40,27.80,299.20,3.90,1012.60,0.00
2005-04-04,22.30,17.20,28.10,255.40,4.40,1012.47,0.00
2005-04-05,21.30,18.30,24.10,211.60,6.30,1012.33,0.00
2005-04-06,20.80,18.30,24.90,167.80,3.80,1012.20,2.30
2005-04-07,23.10,19.30,28.20,124.00,6.50,1012.07,0.00
2005-04-08,24.90,22.50,28.40,134.00,10.40,1011.93,0.00
2005-04-09,25.30,23.80,27.80,140.00,11.40,1011.80,0.00
2005-04-10,21.80,19.50,25.00,206.67,7.50,1011.67,0.90
2005-04-11,22.40,18.80,25.70,273.33,5.70,1011.53,3.70
2005-04-12,17.40,13.40,24.70,340.00,12.90,1011.40,3.60
2005-04-13,15.50,12.90,18.10,319.00,6.00,1011.27,8.90
2005-04-14,20.10,16.00,26.30,298.00,3.90,1011.13,0.00
2005-04-15,22.60,17.90,28.30,277.00,5.00,1011.00,0.10
2005-04-16,20.30,18.40,23.70,256.00,6.20,1010.87,13.50
2005-04-17,20.10,17.80,23.30,235.00,4.80,1010.73,13.00
2005-04-18,22.90,20.00,27.30,214.00,3.20,1010.60,0.00
2005-04-19,24.40,20.20,29.80,193.00,5.70,1010.47,0.00
2005-04-20,25.10,21.10,31.00,172.00,7.40,1010.33,0.00
2005-04-21,25.60,23.20,28.80,151.00,4.80,1010.20,0.00
2005-04-22,25.40,23.50,28.80,130.00,7.20,1010.07,0.00
2005-04-23,25.30,23.50,28.90,131.75,3.80,1009.93,0.70
2005-04-24,25.80,23.60,28.90,133.50,5.40,1009.80,0.00
2005-04-25,22.90,20.90,26.10,135.25,6.20,1009.67,95.50
2005-04-26,23.00,21.00,25.80,137.00,4.80,1009.53,13.30
2005-04-27,21.50,20.90,23.30,138.75,5.70,1009.40,41.60
2005-04-28,24.10,21.20,28.90,140.50,3.30,1009.27,4.30
2005-04-29,26.30,23.50,31.90,142.25,7.20,1009.13,0.00
2005-04-30,27.50,25.40,29.80,144.00,8.70,1009.00,0.00
2005-05-01,27.90,25.60,31.30,146.60,9.00,1008.87,0.10
2005-05-02,26.30,21.70,30.20,149.20,7.80,1008.73,24.50
2005-05-03,28.30,26.10,31.90,151.80,8.00,1008.60,0.00
2005-05-04,27.30,25.70,30.50,154.40,8.60,1007.80,0.10
2005-05-05,28.30,25.80,32.40,157.00,10.10,1003.50,0.00
2005-05-06,24.30,20.60,30.00,335.00,11.40,1006.70,43.20
2005-05-07,24.60,21.40,27.80,301.00,4.40,1009.00,0.00
2005-05-08,24.70,23.10,27.40,267.00,5.00,1008.90,43.30
2005-05-09,23.50,21.30,25.20,233.00,6.30,1006.10,89.50
2005-05-10,25.00,22.60,28.40,199.00,5.30,1006.00,5.70
2005-05-11,25.70,23.80,27.60,165.00,5.60,1007.30,0.60
2005-05-12,27.70,24.90,31.60,131.00,8.30,1006.70,0.00
2005-05-13,29.50,26.70,34.00,132.00,7.50,1005.00,0.00
2005-05-14,29.30,26.90,33.40,133.00,7.40,1005.50,0.00
2005-05-15,29.10,27.30,31.60,136.38,8.10,1007.90,0.20
2005-05-16,29.20,26.60,33.00,139.75,8.50,1008.70,0.20
2005-05-17,28.90,27.10,33.30,143.12,8.60,1008.60,3.90
2005-05-18,28.90,24.40,34.30,146.50,6.20,1009.20,33.90
2005-05-19,25.50,24.20,28.00,149.88,6.20,1010.70,55.90
2005-05-20,26.60,24.90,29.80,153.25,7.10,1010.80,2.60
2005-05-21,28.30,25.00,33.70,156.62,7.10,1009.60,1.50
2005-05-22,29.50,25.60,34.50,160.00,6.80,1008.90,0.00
2005-05-23,29.30,26.80,32.70,150.75,6.20,1008.20,0.20
2005-05-24,28.20,22.80,33.20,141.50,5.40,1007.60,29.10
2005-05-25,27.80,24.50,32.40,132.25,7.80,1008.90,25.10
2005-05-26,26.30,24.80,30.40,123.00,8.70,1009.20,15.70
2005-05-27,25.90,24.80,29.50,125.08,5.10,1006.70,18.80
2005-05-28,28.30,24.60,32.70,127.16,5.60,1006.90,0.10
2005-05-29,26.50,24.80,29.90,129.24,5.10,1009.90,1.00
2005-05-30,27.70,25.10,32.30,131.32,5.10,1009.00,0.00
2005-05-31,28.40,25.70,32.30,133.40,4.80,1006.20,0.00
2005-06-01,29.20,26.20,34.10,135.48,7.50,1003.60,0.10
2005-06-02,28.90,24.90,33.70,137.56,7.10,1002.80,21.90
2005-06-03,27.90,25.00,33.20,139.64,5.00,1004.30,21.60
2005-06-04,26.40,25.00,32.20,141.72,5.10,1005.40,29.10
2005-06-05,25.50,23.80,29.10,143.80,7.80,1006.60,109.90
2005-06-06,27.60,23.90,32.50,145.88,5.40,1006.50,0.00
2005-06-07,26.30,22.70,29.60,147.96,5.70,1006.60,1.50
2005-06-08,27.90,24.10,33.40,150.04,5.60,1006.40,0.00
2005-06-09,28.40,24.20,33.40,152.12,5.00,1005.10,0.00
2005-06-10,29.50,25.40,34.20,154.20,5.10,1002.40,0.50
2005-06-11,30.60,27.60,36.50,156.28,6.30,1000.80,30.50
2005-06-12,27.70,25.70,30.60,158.36,5.70,1001.00,18.50
2005-06-13,28.40,24.60,33.10,160.44,6.00,1002.00,0.20
2005-06-14,29.20,26.30,35.20,162.52,5.00,1001.00,5.70
2005-06-15,26.70,25.50,29.60,164.60,6.00,1001.40,10.50
2005-06-16,26.70,25.50,29.20,166.68,5.40,1004.60,54.60
2005-06-17,26.70,25.20,29.40,168.76,5.60,1006.80,28.50
2005-06-18,28.80,26.10,33.20,170.84,5.70,1005.50,0.20
2005-06-19,30.60,27.60,34.60,172.92,10.80,1004.20,0.00
2005-06-20,28.40,25.10,31.20,175.00,10.40,1004.40,39.00
2005-06-21,26.30,24.10,30.20,170.00,6.30,1004.60,92.30
2005-06-22,25.80,24.30,27.70,165.00,4.70,1005.00,24.30
2005-06-23,26.10,25.60,27.40,160.00,5.00,1005.90,15.50
2005-06-24,26.50,24.80,28.40,155.00,6.30,1007.00,4.60
2005-06-25,29.00,26.00,34.20,150.00,7.70,1006.20,10.50
2005-06-26,29.20,26.60,32.70,145.00,9.20,1004.80,0.30
2005-06-27,28.30,25.80,31.10,133.50,7.40,1004.80,26.00
2005-06-28,27.70,25.80,30.70,122.00,5.20,1005.50,13.10
2005-06-29,29.40,25.30,34.30,110.50,4.40,1006.80,0.00
2005-06-30,26.20,25.10,30.00,99.00,10.80,1007.70,22.60
2005-07-01,26.70,24.60,29.60,115.00,9.00,1010.60,5.60
2005-07-02,27.00,25.20,32.10,116.89,6.90,1010.90,0.40
2005-07-03,29.70,24.90,34.90,118.78,5.60,1010.10,0.00
2005-07-04,30.00,27.40,33.70,120.67,7.10,1009.00,0.00
2005-07-05,30.80,26.70,35.40,122.56,6.30,1008.10,0.00
2005-07-06,31.40,27.60,36.90,124.44,5.90,1006.30,0.00
2005-07-07,29.70,27.20,34.30,126.33,6.20,1005.00,0.20
2005-07-08,27.50,24.70,29.20,128.22,7.80,1006.60,7.50
2005-07-09,28.10,24.80,32.20,130.11,9.00,1008.50,0.00
2005-07-10,29.50,27.10,33.50,132.00,10.50,1010.10,0.00
2005-07-11,29.60,26.60,33.60,152.00,9.00,1011.30,0.00
2005-07-12,29.90,26.80,34.00,171.38,7.70,1011.10,0.00
2005-07-13,31.00,27.40,35.60,190.75,6.30,1011.00,0.00
2005-07-14,30.90,27.90,35.60,210.12,6.80,1012.00,0.00
2005-07-15,31.00,27.20,35.60,229.50,6.30,1011.50,0.00
2005-07-16,31.40,26.80,35.60,248.88,4.10,1010.10,0.00
2005-07-17,31.90,27.20,37.40,268.25,5.70,1005.80,0.00
2005-07-18,33.70,28.50,39.00,287.62,8.60,1001.70,0.00
2005-07-19,34.20,30.40,38.80,307.00,10.80,998.90,0.00
2005-07-20,33.30,30.30,38.20,286.55,8.40,999.60,0.00
2005-07-21,30.70,25.00,37.20,266.09,6.30,1001.40,15.70
2005-07-22,27.60,25.80,30.50,245.64,5.60,1004.30,0.00
2005-07-23,27.20,24.40,30.50,225.18,5.90,1006.40,13.50
2005-07-24,29.40,24.90,34.70,204.73,4.50,1005.70,0.00
2005-07-25,30.40,25.70,35.10,184.27,4.80,1004.90,0.00
2005-07-26,30.90,27.00,35.30,163.82,6.60,1004.30,0.00
2005-07-27,30.60,27.70,34.80,143.36,6.20,1004.30,0.00
2005-07-28,30.80,25.50,36.40,122.91,7.20,1004.00,0.00
2005-07-29,29.80,25.90,32.80,102.45,8.95,1004.05,22.00
2005-07-30,26.40,25.70,28.90,82.00,10.70,1004.10,43.90
2005-07-31,26.30,25.80,27.60,110.43,6.50,1007.80,22.70
2005-08-01,29.40,25.20,34.20,138.86,7.40,1008.80,0.00
2005-08-02,30.20,26.50,35.40,167.29,4.70,1006.50,0.00
2005-08-03,31.00,27.00,36.30,195.71,5.30,1002.90,0.00
2005-08-04,31.00,28.00,35.40,224.14,5.90,1001.10,8.30
2005-08-05,29.80,24.00,35.90,252.57,6.90,1000.00,94.40
2005-08-06,31.50,28.10,36.50,281.00,7.40,998.10,0.00
2005-08-07,29.40,24.20,34.90,230.00,5.60,999.80,56.70
2005-08-08,30.60,26.40,34.90,179.00,7.40,1004.00,0.00
2005-08-09,29.00,26.30,33.30,128.00,6.90,1005.20,12.70
2005-08-10,28.20,25.70,32.20,77.00,8.90,1004.20,10.40
2005-08-11,28.40,25.50,32.30,82.60,7.80,1005.00,3.70
2005-08-12,30.60,25.50,36.80,88.20,8.40,1001.90,0.00
2005-08-13,30.10,26.00,34.60,93.80,7.50,999.40,2.30
2005-08-14,29.00,25.40,32.70,99.40,7.80,1003.60,0.60
2005-08-15,27.10,25.00,31.30,105.00,8.10,1005.50,51.00
2005-08-16,27.50,25.20,31.90,100.00,10.10,1006.40,1.90
2005-08-17,27.10,24.70,30.60,79.00,9.20,1006.60,10.30
2005-08-18,27.80,24.20,32.40,97.50,7.10,1007.10,1.60
2005-08-19,25.70,24.80,27.60,116.00,7.10,1005.90,26.60
2005-08-20,26.80,24.70,30.10,131.23,7.40,1004.10,8.90
2005-08-21,27.20,25.10,30.40,146.46,5.70,1006.20,35.60
2005-08-22,25.70,24.60,30.80,161.69,5.30,1009.10,10.40
2005-08-23,28.20,25.10,32.10,176.92,4.70,1009.30,0.10
2005-08-24,27.10,24.70,31.30,192.15,5.40,1007.70,19.30
2005-08-25,26.40,23.10,30.80,207.38,6.50,1008.60,13.00
2005-08-26,27.20,24.10,30.50,222.62,4.50,1010.20,0.00
2005-08-27,28.00,25.50,32.70,237.85,5.90,1010.20,2.80
2005-08-28,29.10,24.80,33.10,253.08,7.20,1009.60,0.00
2005-08-29,28.70,25.80,32.00,268.31,6.30,1008.80,0.60
2005-08-30,30.10,25.10,35.10,283.54,5.00,1006.00,0.00
2005-08-31,31.20,26.20,36.30,298.77,5.40,1003.30,0.00
2005-09-01,30.40,27.30,34.10,314.00,12.80,1003.75,0.00
2005-09-02,29.10,27.40,32.80,337.00,7.40,1004.21,0.00
2005-09-03,27.20,26.50,28.30,338.25,3.60,1004.66,0.00
2005-09-04,25.70,24.00,28.10,339.50,5.90,1005.12,79.60
2005-09-05,28.00,23.80,33.40,340.75,5.10,1005.57,0.00
2005-09-06,29.00,24.90,33.80,342.00,9.90,1006.03,0.00
2005-09-07,29.10,25.40,33.70,358.00,8.60,1006.49,0.00
2005-09-08,29.20,25.50,33.20,330.00,5.30,1006.94,0.00
2005-09-09,28.00,26.20,31.00,302.00,3.60,1007.39,1.00
2005-09-10,28.10,24.80,33.20,274.00,4.20,1007.85,2.20
2005-09-11,29.40,25.10,34.50,246.00,7.20,1008.30,0.00
2005-09-12,29.50,25.90,34.80,218.00,5.00,1008.76,0.10
2005-09-13,28.90,26.50,33.30,190.00,6.60,1009.21,1.90
2005-09-14,29.90,25.70,35.20,162.00,5.40,1009.67,0.00
2005-09-15,30.30,27.20,35.10,134.00,4.80,1010.12,0.00
2005-09-16,30.90,27.20,35.40,106.00,4.40,1010.58,0.00
2005-09-17,29.40,25.90,35.10,78.00,8.90,1011.03,5.10
2005-09-18,28.00,25.90,31.70,72.00,9.30,1011.49,0.80
2005-09-19,27.60,25.90,32.30,127.60,4.50,1011.94,0.50
2005-09-20,28.70,25.50,34.40,183.20,3.30,1012.40,0.00
2005-09-21,29.80,25.40,35.30,238.80,4.10,1009.00,0.00
2005-09-22,30.30,27.40,34.40,294.40,10.50,1007.40,0.00
2005-09-23,27.60,25.50,31.50,350.00,16.80,1008.00,0.00
2005-09-24,26.90,24.50,31.30,195.00,14.10,1007.10,5.30
2005-09-25,26.70,23.90,30.30,40.00,9.90,1007.60,3.90
2005-09-26,26.90,26.00,28.60,77.00,10.50,1010.60,0.30
2005-09-27,26.60,25.30,29.80,82.00,7.70,1014.50,0.50
2005-09-28,27.70,24.40,31.60,124.50,6.00,1014.40,0.00
2005-09-29,28.70,25.60,32.80,167.00,3.50,1013.10,0.00
2005-09-30,28.20,25.00,33.20,209.50,4.10,1012.90,27.70
2005-10-01,29.20,25.60,35.20,252.00,3.20,1011.50,0.00
2005-10-02,31.10,27.20,36.20,294.50,7.80,1008.00,0.00
2005-10-03,29.10,26.10,33.00,337.00,13.10,1008.30,0.00
2005-10-04,26.10,22.60,31.40,350.00,13.40,1013.40,0.00
2005-10-05,25.50,21.30,30.90,3.00,8.70,1014.20,0.00
2005-10-06,27.70,23.10,32.90,3.00,5.60,1013.50,0.00
2005-10-07,27.80,25.10,31.80,3.00,10.50,1013.80,0.00
2005-10-08,26.90,23.40,31.20,3.00,15.00,1015.00,0.00
2005-10-09,26.10,23.40,30.60,13.00,13.80,1016.50,0.00
2005-10-10,26.60,21.80,32.20,18.00,8.30,1015.60,0.00
2005-10-11,27.40,22.70,33.10,14.60,5.30,1014.90,0.00
2005-10-12,28.10,24.60,33.30,11.20,4.20,1013.50,0.00
2005-10-13,28.10,25.30,32.40,7.80,3.80,1013.40,0.00
2005-10-14,28.40,24.40,33.40,4.40,6.30,1013.40,0.00
2005-10-15,26.40,23.40,30.70,1.00,10.20,1015.40,0.00
2005-10-16,25.00,21.30,29.60,1.00,6.90,1016.10,0.00
2005-10-17,26.10,21.70,31.20,60.17,4.70,1016.70,0.00
2005-10-18,26.90,24.30,31.20,119.33,5.60,1018.00,0.00
2005-10-19,26.20,24.00,30.30,178.50,5.60,1018.10,0.00
2005-10-20,25.80,21.40,31.80,237.67,5.70,1017.60,0.00
2005-10-21,26.30,21.00,31.80,296.83,9.60,1017.60,0.00
2005-10-22,23.50,20.00,28.70,356.00,14.60,1020.50,0.00
2005-10-23,21.70,17.90,26.00,12.00,11.00,1021.20,0.00
2005-10-24,21.40,17.70,27.20,10.83,7.20,1020.30,0.00
2005-10-25,22.30,18.70,26.70,9.67,5.10,1018.80,0.00
2005-10-26,24.30,18.90,29.80,8.50,4.10,1018.10,0.00
2005-10-27,24.80,20.90,30.90,7.33,3.60,1017.90,0.00
2005-10-28,27.20,22.30,33.60,6.17,5.60,1017.60,0.00
2005-10-29,22.30,19.90,28.00,5.00,16.70,1017.30,0.00
2005-10-30,20.10,18.40,24.10,10.00,13.50,1019.40,0.00
2005-10-31,20.80,17.30,25.80,15.00,10.80,1020.00,0.00
2005-11-01,21.50,19.40,23.90,25.82,3.90,1018.60,0.00
2005-11-02,24.20,21.10,29.10,36.64,4.70,1017.10,0.00
2005-11-03,25.70,22.20,31.40,47.45,4.50,1016.70,0.00
2005-11-04,26.20,20.50,31.50,58.27,4.40,1015.40,0.00
2005-11-05,26.50,23.90,30.90,69.09,5.30,1013.50,0.00
2005-11-06,27.10,24.60,32.20,79.91,4.10,1012.90,0.00
2005-11-07,27.10,24.10,31.50,90.73,4.70,1014.25,0.00
2005-11-08,27.00,25.20,30.50,101.55,4.80,1015.60,0.00
2005-11-09,27.10,25.00,31.10,112.36,5.40,1014.80,0.00
2005-11-10,26.90,23.50,31.20,123.18,4.50,1012.70,0.00
2005-11-11,27.40,24.80,32.30,134.00,6.50,1011.70,0.00
2005-11-12,25.40,23.90,29.00,188.25,6.90,1012.90,0.00
2005-11-13,25.70,22.80,30.70,242.50,5.00,1013.40,0.10
2005-11-14,24.10,22.70,26.90,296.75,7.70,1013.60,2.50
2005-11-15,20.50,18.80,24.50,351.00,15.80,1016.20,0.00
2005-11-16,19.30,16.40,24.20,10.00,13.10,1019.30,0.00
2005-11-17,19.40,15.70,24.60,14.00,11.40,1021.00,0.00
2005-11-18,18.60,16.10,23.10,5.00,13.60,1023.70,0.00
2005-11-19,17.30,14.40,21.50,4.00,13.80,1025.10,0.00
2005-11-20,16.60,12.40,22.10,9.00,14.40,1024.40,0.00
2005-11-21,17.00,14.00,22.40,8.00,14.40,1024.50,0.00
2005-11-22,17.10,12.70,23.30,356.00,8.70,1023.80,0.00
2005-11-23,18.00,13.90,23.80,305.29,8.90,1022.40,0.00
2005-11-24,18.50,15.30,24.60,254.57,7.40,1021.00,0.00
2005-11-25,18.50,13.80,25.70,203.86,4.10,1019.70,0.00
2005-11-26,19.20,13.90,27.20,153.14,4.20,1018.40,0.00
2005-11-27,20.60,14.60,27.60,102.43,5.10,1017.30,0.00
2005-11-28,22.90,19.10,29.90,51.71,3.80,1017.70,0.00
2005-11-29,21.40,19.10,24.80,1.00,10.80,1017.20,0.00
2005-11-30,19.30,17.10,23.70,1.60,5.50,1015.70,0.00
2005-12-01,20.90,17.20,27.00,2.20,4.80,1015.87,0.00
2005-12-02,21.00,16.90,26.90,2.80,4.70,1016.03,0.00
2005-12-03,20.90,17.90,25.60,3.40,6.60,1016.20,0.00
2005-12-04,16.50,14.60,22.00,4.00,18.30,1016.37,0.00
2005-12-05,12.40,10.60,15.10,11.00,17.60,1016.53,0.00
2005-12-06,7.80,6.60,10.60,0.00,14.70,1016.70,0.00
2005-12-07,11.60,7.40,16.70,0.67,8.70,1016.87,0.00
2005-12-08,14.30,10.40,19.80,1.33,4.50,1017.03,0.00
2005-12-09,16.70,11.30,23.90,2.00,7.40,1017.20,0.00
2005-12-10,19.50,16.20,25.40,2.67,6.20,1017.37,0.00
2005-12-11,17.30,15.30,20.60,3.33,12.80,1017.53,0.00
2005-12-12,14.30,12.10,18.00,4.00,19.40,1017.70,0.00
2005-12-13,13.80,10.20,18.40,1.00,14.90,1017.87,0.00
2005-12-14,13.60,10.90,18.00,8.00,14.30,1018.03,0.00
2005-12-15,12.40,8.20,17.50,5.00,14.10,1018.20,0.00
2005-12-16,13.10,7.70,19.20,7.00,5.40,1018.37,0.00
2005-12-17,15.00,11.40,20.10,9.00,14.10,1018.53,0.00
2005-12-18,12.40,8.70,17.70,358.00,11.30,1018.70,0.00
2005-12-19,11.90,7.00,19.30,241.33,5.20,1018.87,0.00
2005-12-20,13.60,8.00,21.20,124.67,7.10,1019.03,0.00
2005-12-21,14.30,12.00,18.20,8.00,20.30,1019.20,0.00
2005-12-22,11.40,7.90,17.30,6.00,11.70,1019.37,0.00
2005-12-23,11.70,6.00,20.20,74.20,4.20,1019.53,0.00
2005-12-24,15.10,9.60,22.50,142.40,4.60,1019.70,0.00
2005-12-25,18.00,15.70,21.40,210.60,5.30,1019.87,0.00
2005-12-26,18.50,14.20,23.10,278.80,6.30,1020.03,0.00
2005-12-27,15.80,13.40,19.70,347.00,10.40,1020.20,0.20
2005-12-28,13.50,12.70,14.70,352.00,5.30,1020.37,1.40
2005-12-29,16.20,12.60,20.90,357.00,9.80,1020.53,0.00
2005-12-30,16.60,14.60,19.20,356.86,6.80,1020.70,0.00
2005-12-31,19.30,16.40,25.90,356.71,8.00,1020.87,0.00
2006-01-01,19.50,16.70,24.20,356.57,5.90,1021.03,0.00
2006-01-02,18.50,13.70,24.40,356.43,4.70,1021.20,0.00
2006-01-03,18.70,16.30,22.00,356.29,6.80,1021.37,0.00
2006-01-04,19.90,17.60,22.80,356.14,5.90,1021.53,0.00
2006-01-05,13.40,10.70,20.80,356.00,17.00,1021.70,1.70
2006-01-06,8.40,7.10,10.70,5.00,17.90,1021.87,0.00
2006-01-07,8.20,5.00,13.40,7.00,14.00,1022.03,0.00
2006-01-08,8.70,7.70,10.20,33.23,8.40,1022.20,0.00
2006-01-09,11.10,7.30,16.40,59.46,7.50,1022.37,0.00
2006-01-10,13.70,11.60,17.10,85.69,2.70,1022.53,0.00
2006-01-11,15.50,9.30,22.40,111.92,2.25,1022.70,0.00
2006-01-12,19.30,15.70,25.00,138.15,1.80,1022.87,0.00
2006-01-13,20.10,15.70,27.00,164.38,2.10,1023.03,0.00
2006-01-14,20.20,17.30,24.70,190.62,2.70,1023.20,0.00
2006-01-15,18.60,14.40,25.50,216.85,3.30,1023.37,0.00
2006-01-16,19.40,15.80,25.70,243.08,2.90,1023.53,0.00
2006-01-17,20.90,17.70,24.70,269.31,4.90,1023.70,0.00
2006-01-18,22.10,19.90,25.50,295.54,7.80,1023.87,0.00
2006-01-19,22.20,21.10,23.90,321.77,7.40,1024.03,0.00
2006-01-20,12.40,10.00,22.50,348.00,14.60,1024.20,1.90
2006-01-21,9.70,8.30,11.90,349.00,14.30,1024.37,4.30
2006-01-22,9.90,9.20,10.80,7.00,12.00,1024.53,0.00
2006-01-23,10.90,8.50,15.20,8.00,15.00,1024.70,0.00
