time,tavg,tmin,tmax,wdir,wspd,pres,prcp
2009-08-31,22.00,17.30,27.20,188.14,9.50,1009.02,0.00
2009-09-01,22.80,18.00,27.80,195.71,9.20,1009.02,0.00
2009-09-02,22.70,20.10,26.30,203.29,5.40,1009.02,0.00
2009-09-03,23.90,20.30,28.30,210.86,5.60,1009.02,0.00
2009-09-04,23.30,22.80,25.30,218.43,4.50,1009.02,0.40
2009-09-05,23.80,22.20,26.60,226.00,6.30,1009.02,1.80
2009-09-06,16.80,14.30,25.00,233.57,9.00,1009.02,6.80
2009-09-07,17.30,14.70,21.00,241.14,8.00,1009.02,3.70
2009-09-08,18.90,16.10,23.60,248.71,6.50,1009.03,0.00
2009-09-09,20.70,12.30,28.70,256.29,7.50,1009.03,0.00
2009-09-10,22.10,19.10,26.90,263.86,8.40,1009.03,0.00
2009-09-11,21.50,16.20,28.60,271.43,16.50,1009.03,0.00
2009-09-12,24.10,19.30,29.30,279.00,13.50,1009.03,0.00
2009-09-13,21.40,15.50,28.70,280.38,7.40,1009.03,0.00
2009-09-14,22.50,17.90,28.20,281.75,7.80,1009.03,0.00
2009-09-15,23.00,14.40,30.10,283.12,9.90,1009.03,0.00
2009-09-16,22.00,18.30,27.10,284.50,8.10,1009.03,0.00
2009-09-17,22.20,17.70,27.70,285.88,6.20,1009.03,0.00
2009-09-18,21.60,19.90,23.70,287.25,8.00,1009.03,0.00
2009-09-19,20.70,18.40,23.00,288.62,5.30,1009.03,0.00
2009-09-20,17.70,13.10,21.80,290.00,15.20,1009.03,5.10
2009-09-21,19.70,11.90,26.10,261.75,11.70,1009.03,0.00
2009-09-22,18.80,11.40,27.30,233.50,7.80,1009.03,0.00
2009-09-23,19.90,13.30,26.70,205.25,7.70,1009.03,0.00
2009-09-24,21.00,16.50,25.80,177.00,5.90,1009.03,0.00
2009-09-25,21.80,18.20,26.50,148.75,4.70,1009.03,0.00
2009-09-26,20.40,19.10,22.80,120.50,6.50,1009.03,5.20
2009-09-27,20.50,18.00,23.90,92.25,6.30,1009.03,0.30
2009-09-28,21.00,15.70,27.20,64.00,7.40,1009.04,0.00
2009-09-29,19.70,17.30,22.50,80.40,5.60,1009.04,0.00
2009-09-30,19.80,18.70,22.20,96.80,4.80,1009.04,0.00
2009-10-01,22.90,17.70,28.50,113.20,9.20,1009.04,0.20
2009-10-02,20.30,10.50,27.10,129.60,9.30,1009.04,0.00
2009-10-03,19.60,12.50,23.90,146.00,10.10,1009.04,0.00
2009-10-04,17.30,12.30,23.40,162.40,8.00,1009.04,0.00
2009-10-05,17.90,8.50,26.10,178.80,6.60,1009.04,0.00
2009-10-06,16.90,13.30,21.90,195.20,8.90,1009.04,0.00
2009-10-07,14.50,9.30,19.70,211.60,4.40,1009.04,0.00
2009-10-08,15.70,13.30,19.40,228.00,6.50,1009.04,0.00
2009-10-09,15.60,12.40,20.40,244.40,4.50,1009.04,0.00
2009-10-10,15.50,10.00,20.70,260.80,7.20,1009.04,0.00
2009-10-11,15.30,13.10,18.80,277.20,4.20,1009.04,0.00
2009-10-12,16.30,10.20,22.50,293.60,9.00,1009.04,0.00
2009-10-13,18.00,11.90,23.30,310.00,18.60,1009.04,0.00
2009-10-14,17.40,8.20,24.90,309.33,10.10,1009.04,0.00
2009-10-15,17.40,9.20,25.70,308.67,6.60,1009.04,0.00
2009-10-16,15.50,10.90,20.60,308.00,19.20,1009.04,0.00
2009-10-17,15.90,8.00,22.30,307.33,8.90,1009.04,0.00
2009-10-18,12.50,7.90,19.60,306.67,18.50,1009.05,0.00
2009-10-19,10.50,6.10,15.50,306.00,18.20,1009.05,0.00
2009-10-20,11.90,4.10,21.40,287.92,8.70,1009.05,0.00
2009-10-21,13.80,4.90,20.20,269.85,9.00,1009.05,0.00
2009-10-22,16.20,7.50,24.00,251.77,6.50,1009.05,0.00
2009-10-23,14.20,8.90,20.90,233.69,4.80,1009.05,0.00
2009-10-24,15.00,9.60,20.80,215.62,6.00,1009.05,0.00
2009-10-25,14.60,10.90,20.60,197.54,8.30,1009.05,0.00
2009-10-26,15.10,11.90,20.70,179.46,12.00,1009.05,0.00
2009-10-27,12.70,9.70,18.10,161.38,6.60,1009.05,0.00
2009-10-28,13.20,9.80,18.20,143.31,4.50,1009.05,0.00
2009-10-29,14.30,9.60,23.30,125.23,5.60,1009.05,0.00
2009-10-30,10.30,6.30,14.30,107.15,7.80,1009.05,0.80
2009-10-31,8.30,5.20,13.90,89.08,9.80,1009.05,4.90
2009-11-01,0.10,-0.60,8.10,71.00,15.60,1009.05,15.70
2009-11-02,-1.00,-3.70,2.30,275.00,17.90,1009.05,0.00
2009-11-03,1.40,-4.80,7.10,278.42,6.30,1009.05,0.00
2009-11-04,4.90,-1.70,13.90,281.83,5.50,1009.05,0.00
2009-11-05,7.10,1.10,17.00,285.25,4.70,1009.05,0.00
2009-11-06,8.00,4.10,14.50,288.67,4.20,1009.05,0.00
2009-11-07,8.40,4.10,15.40,292.08,5.10,1009.06,0.00
2009-11-08,9.30,6.20,11.20,295.50,5.70,1009.06,0.00
2009-11-09,3.50,-0.80,9.80,298.92,9.30,1009.06,0.00
2009-11-10,0.20,-2.60,3.00,302.33,8.40,1009.06,5.30
2009-11-11,2.50,1.30,4.00,305.75,8.10,1009.06,0.00
2009-11-12,0.60,-0.90,3.70,309.17,5.40,1009.06,5.10
2009-11-13,0.70,-3.60,4.60,312.58,8.00,1009.06,0.00
2009-11-14,1.20,-0.80,3.60,316.00,23.90,1009.06,0.00
2009-11-15,-2.00,-4.40,0.60,326.00,25.10,1009.06,0.00
2009-11-16,-2.00,-4.30,0.30,320.00,20.70,1009.06,0.00
2009-11-17,-0.10,-5.00,3.80,292.00,14.00,1009.06,0.00
2009-11-18,-0.20,-6.40,5.70,305.00,12.90,1009.06,0.00
2009-11-19,-0.20,-3.90,3.20,312.67,8.10,1009.06,0.00
2009-11-20,1.40,-4.10,4.90,320.33,14.90,1009.06,0.00
2009-11-21,-0.80,-5.10,5.60,328.00,5.00,1009.06,0.00
2009-11-22,0.80,-4.30,7.50,335.67,6.00,1009.06,0.00
2009-11-23,2.00,-3.00,9.20,343.33,4.50,1009.06,0.00
2009-11-24,6.80,1.50,11.40,351.00,8.90,1009.06,0.00
2009-11-25,2.80,-0.50,9.60,346.75,7.40,1009.06,0.00
2009-11-26,2.40,1.40,5.20,342.50,6.20,1009.06,0.00
2009-11-27,2.20,-1.80,6.70,338.25,5.90,1009.06,0.00
2009-11-28,-0.10,-3.60,4.20,334.00,4.50,1009.07,0.00
2009-11-29,1.80,-2.70,7.60,329.75,6.60,1009.07,0.00
2009-11-30,2.90,-2.50,10.30,325.50,11.10,1009.07,0.00
2009-12-01,1.60,-1.20,9.00,321.25,6.50,1009.07,0.00
2009-12-02,2.80,-1.60,8.40,317.00,14.90,1009.07,0.00
2009-12-03,0.70,-4.40,5.20,331.50,7.70,1009.07,0.00
2009-12-04,0.50,-2.00,5.70,346.00,20.70,1009.07,0.00
2009-12-05,-1.50,-6.30,3.80,157.00,9.60,1009.07,0.00
2009-12-06,-1.50,-5.50,4.10,30.00,6.00,1009.07,0.00
2009-12-07,-1.60,-4.70,2.00,90.40,4.70,1009.07,0.00
2009-12-08,0.90,-4.80,9.50,150.80,6.40,1009.07,0.00
2009-12-09,0.90,-4.00,3.90,211.20,5.10,1009.07,0.00
2009-12-10,1.70,0.90,2.80,271.60,4.20,1009.07,0.00
2009-12-11,2.10,0.00,4.60,332.00,16.40,1009.07,0.00
2009-12-12,-0.70,-5.80,2.90,19.00,9.20,1009.07,0.00
2009-12-13,0.40,-2.20,4.50,104.00,5.60,1009.07,0.00
2009-12-14,-0.90,-4.60,3.30,189.00,8.70,1009.07,0.00
2009-12-15,-2.60,-5.50,1.90,274.00,10.50,1009.07,0.00
2009-12-16,-3.60,-7.10,0.80,359.00,10.50,1009.07,0.00
2009-12-17,-5.10,-6.90,-1.80,336.00,21.30,1009.07,0.00
2009-12-18,-5.20,-7.50,-2.20,332.00,23.40,1009.08,0.00
2009-12-19,-4.70,-7.60,-1.00,334.00,20.40,1009.08,0.00
2009-12-20,-1.50,-4.10,3.40,319.00,22.10,1009.08,0.00
2009-12-21,-4.00,-10.10,4.30,322.20,7.20,1009.08,0.00
2009-12-22,-1.10,-6.70,7.60,325.40,6.50,1009.08,0.00
2009-12-23,-1.40,-5.60,2.80,328.60,5.60,1009.08,0.00
2009-12-24,-0.70,-4.30,1.80,331.80,9.00,1009.08,0.00
2009-12-25,-7.60,-10.20,2.90,335.00,22.20,1009.08,0.00
2009-12-26,-8.80,-12.10,-1.43,342.50,6.30,1009.08,0.00
2009-12-27,-5.90,-9.40,-2.10,350.00,11.70,1009.08,0.00
2009-12-28,-7.60,-11.70,-2.90,341.50,6.60,1009.08,0.00
2009-12-29,-3.20,-7.00,1.20,333.00,14.30,1009.08,0.00
2009-12-30,-4.90,-6.20,-1.40,327.00,17.70,1009.08,0.00
2009-12-31,-7.30,-12.20,-3.30,167.50,8.60,1009.08,0.00
2010-01-01,-5.00,-10.20,-1.60,8.00,8.00,1009.08,0.00
2010-01-02,-4.50,-6.30,-2.10,156.00,8.60,1009.08,0.40
2010-01-03,-8.10,-9.90,-4.40,116.00,11.70,1009.08,9.90
2010-01-04,-10.30,-13.40,-6.80,325.00,25.50,1009.08,0.10
2010-01-05,-11.33,-15.60,-7.30,12.00,11.10,1009.08,0.00
2010-01-06,-11.13,-16.70,-5.93,15.00,9.90,1009.08,0.00
2010-01-07,-9.70,-13.50,-4.40,18.00,7.80,1009.09,0.00
2010-01-08,-9.80,-12.10,-4.87,21.00,4.80,1009.09,0.00
2010-01-09,-7.40,-13.40,-2.80,24.00,10.20,1009.09,0.00
2010-01-10,-7.00,-11.00,-2.80,0.00,9.80,1009.09,0.00
2010-01-11,-5.80,-10.00,-2.40,338.00,17.00,1009.09,0.00
2010-01-12,-9.20,-10.50,-4.33,330.00,22.70,1009.09,0.00
2010-01-13,-9.90,-13.70,-3.50,173.50,17.60,1009.09,0.00
2010-01-14,-7.40,-13.20,0.10,17.00,9.60,1009.09,0.00
2010-01-15,-5.50,-9.20,-0.50,73.33,10.60,1009.09,0.00
2010-01-16,-6.80,-10.70,-2.30,129.67,4.50,1009.09,0.00
2010-01-17,-5.60,-9.50,0.30,186.00,4.40,1009.09,0.00
2010-01-18,-3.20,-9.10,3.20,242.33,5.30,1009.09,0.00
2010-01-19,1.20,0.00,2.50,298.67,4.80,1009.09,0.00
2010-01-20,-0.10,-2.40,5.50,355.00,21.00,1009.09,0.00
2010-01-21,-4.80,-8.40,-1.20,329.00,18.50,1009.09,0.00
2010-01-22,-2.80,-6.10,-0.30,312.00,21.90,1009.09,0.00
2010-01-23,-1.20,-5.70,4.60,304.00,13.50,1009.09,0.00
2010-01-24,-2.20,-7.70,6.60,300.00,18.20,1009.09,0.00
2010-01-25,-2.80,-6.50,1.70,296.00,18.00,1009.09,0.00
2010-01-26,-3.90,-9.10,2.00,315.50,5.40,1009.09,0.00
2010-01-27,1.90,-2.80,8.80,335.00,12.80,1009.10,0.00
2010-01-28,0.40,-1.80,4.90,343.00,19.80,1009.10,0.00
2010-01-29,1.00,-5.50,6.90,336.00,14.70,1009.10,0.00
2010-01-30,2.50,-2.40,8.30,329.00,14.30,1009.10,0.00
2010-01-31,1.60,-3.20,6.80,356.00,12.20,1009.10,0.00
2010-02-01,-2.60,-4.20,1.20,317.67,8.10,1009.10,0.00
2010-02-02,-3.50,-8.60,0.80,279.33,6.90,1009.10,0.00
2010-02-03,-4.20,-9.00,1.50,241.00,10.80,1009.10,0.00
2010-02-04,-3.10,-6.80,2.30,202.67,7.70,1009.10,0.00
2010-02-05,-3.10,-6.30,-0.20,164.33,7.50,1009.10,0.00
2010-02-06,-4.50,-6.80,-1.60,126.00,8.70,1009.10,0.30
2010-02-07,-3.30,-6.10,-1.50,102.00,4.40,1009.10,1.80
2010-02-08,-0.30,-4.80,5.20,78.00,5.70,1009.10,0.00
2010-02-09,1.30,-1.70,4.50,54.00,7.20,1009.10,0.00
2010-02-10,-0.90,-3.10,1.50,30.00,18.90,1009.10,0.00
2010-02-11,-2.80,-4.50,-1.00,13.00,16.50,1009.10,0.00
2010-02-12,-3.90,-7.80,0.70,13.67,9.90,1009.10,0.00
2010-02-13,-3.80,-9.50,3.50,14.33,7.50,1009.10,0.00
2010-02-14,-3.70,-5.50,-0.50,15.00,12.90,1009.10,0.00
2010-02-15,-3.80,-9.20,1.90,117.33,7.70,1009.10,0.00
2010-02-16,-4.50,-9.40,2.30,219.67,7.40,1009.11,0.00
2010-02-17,-1.70,-5.30,1.60,322.00,19.70,1009.11,0.00
2010-02-18,-1.60,-8.50,5.10,310.00,8.30,1009.11,0.00
2010-02-19,0.50,-6.80,10.70,298.00,6.50,1009.11,0.00
2010-02-20,1.70,-3.90,9.60,286.00,6.30,1009.11,0.00
2010-02-21,5.80,-3.30,14.30,274.00,10.50,1009.11,0.00
2010-02-22,1.00,-2.70,7.60,262.00,8.40,1009.11,0.00
2010-02-23,1.40,-4.40,8.10,250.00,4.80,1009.11,0.00
2010-02-24,5.20,0.20,11.30,238.00,8.40,1009.11,0.00
2010-02-25,5.10,3.40,7.30,226.00,10.10,1009.11,0.00
2010-02-26,1.50,-0.20,4.60,214.00,7.80,1009.11,0.00
2010-02-27,-0.60,-2.70,2.90,202.00,7.70,1009.11,0.00
2010-02-28,0.50,-2.40,5.20,190.00,13.50,1009.11,0.50
2010-03-01,-2.60,-4.30,-0.20,178.00,11.10,1009.11,3.10
2010-03-02,1.30,-4.80,9.10,222.75,11.30,1009.11,0.00
2010-03-03,1.80,-1.90,6.00,267.50,7.80,1009.11,0.00
2010-03-04,3.50,0.30,7.10,312.25,7.80,1009.11,0.00
2010-03-05,1.20,-2.20,6.60,357.00,22.40,1009.11,0.00
2010-03-06,-1.80,-4.60,1.60,92.00,12.30,1009.11,0.00
2010-03-07,-2.20,-5.00,0.50,133.00,8.70,1009.11,0.00
2010-03-08,-2.80,-4.60,-0.40,174.00,9.60,1009.12,2.80
2010-03-09,-2.30,-6.30,1.30,317.00,18.30,1009.12,0.00
2010-03-10,1.40,-6.70,8.80,216.00,8.10,1009.12,0.00
2010-03-11,3.60,-2.20,9.50,115.00,6.30,1009.12,0.00
2010-03-12,7.20,4.00,10.00,14.00,19.20,1009.12,0.00
2010-03-13,3.00,-0.80,8.50,124.00,12.60,1009.12,0.00
2010-03-14,1.00,-0.30,3.90,11.00,8.00,1009.12,8.20
2010-03-15,2.30,-0.80,5.50,292.00,20.90,1009.12,0.00
2010-03-16,3.50,-3.30,7.90,296.60,6.80,1009.12,0.00
2010-03-17,4.00,0.40,7.40,301.20,11.30,1009.12,0.00
2010-03-18,2.70,-1.40,7.30,305.80,8.70,1009.12,0.00
2010-03-19,5.30,3.30,8.40,310.40,5.90,1009.12,0.10
2010-03-20,7.40,4.90,10.00,315.00,24.40,1009.12,0.00
2010-03-21,8.50,2.40,14.30,270.00,11.30,1009.12,0.00
2010-03-22,9.40,5.30,13.80,225.00,17.40,1009.12,0.00
2010-03-23,8.90,1.60,13.10,180.00,15.00,1009.12,0.00
2010-03-24,7.70,5.60,11.70,89.00,13.80,1009.12,0.00
2010-03-25,4.70,0.60,8.90,110.67,13.90,1009.12,2.90
2010-03-26,8.50,1.00,15.10,132.33,9.20,1009.12,0.00
2010-03-27,6.20,1.60,12.10,154.00,10.80,1009.12,0.00
2010-03-28,7.70,-0.90,16.30,185.40,8.60,1009.13,0.00
2010-03-29,8.70,5.60,11.60,216.80,6.20,1009.13,0.00
2010-03-30,9.10,7.50,11.10,248.20,6.20,1009.13,4.40
2010-03-31,11.20,6.20,16.20,279.60,9.80,1009.13,0.70
2010-04-01,9.40,5.80,13.70,311.00,21.20,1009.13,0.00
2010-04-02,7.90,4.50,12.00,315.00,16.10,1009.13,0.00
2010-04-03,9.10,2.40,15.50,185.00,9.80,1009.13,0.00
2010-04-04,14.30,6.40,22.00,55.00,9.50,1009.13,0.00
2010-04-05,10.80,8.00,17.00,84.25,11.00,1009.13,0.60
2010-04-06,10.10,2.20,16.40,113.50,12.80,1009.13,0.00
2010-04-07,13.60,5.10,20.30,142.75,16.50,1009.13,0.00
2010-04-08,15.30,9.30,21.80,172.00,12.90,1009.13,0.00
2010-04-09,12.10,8.90,19.50,72.00,15.00,1009.13,0.00
2010-04-10,10.60,7.00,15.40,56.00,14.40,1009.13,0.00
2010-04-11,7.20,5.30,10.70,118.00,9.20,1009.13,1.10
2010-04-12,7.60,6.10,10.30,223.50,21.60,1009.13,0.10
2010-04-13,7.20,3.50,11.20,329.00,18.80,1009.13,0.00
2010-04-14,8.10,3.30,13.60,239.00,10.10,1009.13,0.00
2010-04-15,6.50,4.00,9.80,149.00,9.80,1009.13,0.00
2010-04-16,9.20,4.40,15.80,102.00,10.10,1009.13,0.00
2010-04-17,9.00,5.40,12.10,117.00,8.60,1009.14,0.00
2010-04-18,13.90,9.30,19.30,91.50,5.60,1009.14,0.00
2010-04-19,14.70,12.90,17.20,66.00,11.40,1009.14,1.10
2010-04-20,13.80,8.00,19.20,212.00,7.50,1009.14,0.00
2010-04-21,12.50,11.90,15.50,358.00,12.60,1009.14,0.00
2010-04-22,9.30,8.60,12.20,339.00,8.90,1009.14,3.70
2010-04-23,13.10,2.80,21.30,263.50,9.80,1009.14,0.00
2010-04-24,16.30,8.80,23.10,188.00,15.30,1009.14,0.00
2010-04-25,14.70,9.80,20.90,189.00,16.50,1009.14,9.10
2010-04-26,9.70,6.80,12.10,327.00,17.60,1009.14,1.80
2010-04-27,9.50,2.80,14.60,319.00,19.80,1009.14,0.00
2010-04-28,10.60,6.20,14.60,323.00,28.20,1009.14,0.00
2010-04-29,13.60,5.10,19.40,313.00,21.00,1009.14,0.00
2010-04-30,17.20,8.30,25.20,274.00,18.60,1009.14,0.00
2010-05-01,21.90,10.40,32.20,225.80,11.90,1009.14,0.00
2010-05-02,25.10,17.70,32.60,177.60,11.70,1009.14,0.00
2010-05-03,21.40,16.20,26.90,129.40,7.50,1009.14,0.00
2010-05-04,19.20,14.40,24.10,81.20,10.00,1009.14,4.70
2010-05-05,18.70,16.00,25.20,33.00,22.20,1009.14,5.20
2010-05-06,20.60,14.90,28.30,282.00,18.80,1009.14,0.00
2010-05-07,22.80,16.20,28.60,306.00,14.60,1009.15,0.00
2010-05-08,20.50,15.00,25.90,111.00,11.10,1009.15,0.00
2010-05-09,18.40,15.70,22.20,210.00,20.60,1009.15,1.10
2010-05-10,18.30,12.10,24.00,309.00,22.40,1009.15,0.00
2010-05-11,19.30,14.70,24.20,16.00,13.50,1009.15,0.00
2010-05-12,17.70,11.80,23.60,54.33,10.20,1009.15,0.00
2010-05-13,19.50,12.60,25.60,92.67,8.30,1009.15,0.00
2010-05-14,19.60,15.10,23.30,131.00,6.80,1009.15,0.00
2010-05-15,22.60,15.40,28.00,123.00,7.50,1009.15,0.00
2010-05-16,18.80,15.60,24.90,115.00,10.20,1009.15,0.10
2010-05-17,16.50,14.00,19.80,107.86,7.70,1009.15,0.60
2010-05-18,17.70,13.50,24.10,100.71,13.60,1009.15,11.40
2010-05-19,23.60,13.20,32.10,93.57,14.60,1009.15,0.00
2010-05-20,26.70,15.40,34.80,86.43,9.80,1009.15,0.00
2010-05-21,24.40,19.90,29.10,79.29,6.80,1009.15,0.00
2010-05-22,23.80,18.00,29.60,72.14,8.10,1009.15,0.00
2010-05-23,25.10,18.00,35.00,65.00,9.30,1009.15,0.30
2010-05-24,25.10,18.70,29.80,57.86,14.90,1009.15,0.00
2010-05-25,26.10,21.20,31.90,50.71,10.20,1009.15,0.00
2010-05-26,26.10,21.60,31.00,43.57,11.30,1009.15,0.00
2010-05-27,21.90,19.10,25.60,36.43,6.80,1009.16,0.30
2010-05-28,20.20,17.20,25.80,29.29,8.00,1009.16,5.50
2010-05-29,24.70,17.00,33.20,22.14,8.00,1009.16,0.00
2010-05-30,24.40,19.20,29.60,15.00,13.10,1009.16,0.30
2010-05-31,22.50,17.70,27.80,20.45,8.30,1009.16,0.00
2010-06-01,20.90,17.40,26.80,25.91,8.40,1009.16,6.50
2010-06-02,19.90,16.70,24.00,31.36,6.30,1009.16,41.90
2010-06-03,21.90,16.30,27.60,36.82,6.30,1009.16,0.00
2010-06-04,23.00,16.90,28.10,42.27,7.80,1009.16,0.00
2010-06-05,23.70,17.50,29.20,47.73,9.60,1009.16,0.00
2010-06-06,25.20,19.30,30.30,53.18,8.60,1009.16,0.00
2010-06-07,26.10,20.80,30.80,58.64,10.10,1009.16,0.00
2010-06-08,26.00,20.20,31.40,64.09,7.40,1009.16,0.00
2010-06-09,25.70,21.00,30.60,69.55,8.00,1009.16,0.00
2010-06-10,21.80,20.00,26.70,75.00,8.90,1009.16,1.50
2010-06-11,21.40,18.10,24.60,126.00,6.80,1009.16,0.00
2010-06-12,23.80,18.60,29.40,177.00,8.40,1009.16,0.00
2010-06-13,24.50,21.60,30.20,121.00,12.40,1009.16,0.40
2010-06-14,24.00,18.60,30.00,118.13,8.40,1009.16,10.40
2010-06-15,27.00,21.20,33.60,115.26,7.20,1009.16,0.00
2010-06-16,26.30,23.70,31.10,112.39,11.40,1009.16,2.80
2010-06-17,20.80,18.50,24.60,109.52,8.40,1009.17,25.20
2010-06-18,22.20,18.60,26.30,106.65,7.20,1009.17,0.00
2010-06-19,24.70,18.40,31.10,103.78,5.70,1009.17,0.00
2010-06-20,28.20,22.50,33.70,100.91,10.70,1009.17,0.00
2010-06-21,25.50,20.40,30.60,98.04,8.10,1009.17,0.00
2010-06-22,26.20,23.60,30.40,95.17,11.40,1009.17,0.00
2010-06-23,25.80,19.60,30.20,92.30,8.90,1009.17,0.00
2010-06-24,26.20,19.40,31.90,89.43,8.60,1009.17,0.00
2010-06-25,26.40,20.90,31.60,86.57,7.50,1009.17,0.00
2010-06-26,26.70,21.50,31.10,83.70,8.10,1009.17,0.00
2010-06-27,26.90,22.20,31.60,80.83,9.20,1009.17,0.00
2010-06-28,26.80,23.20,31.00,77.96,8.70,1009.17,0.00
2010-06-29,26.90,22.90,31.00,75.09,6.60,1009.17,0.00
2010-06-30,26.50,24.40,29.60,72.22,6.50,1009.17,0.00
2010-07-01,24.40,23.10,27.60,69.35,7.50,1009.17,2.60
2010-07-02,28.40,20.50,36.70,66.48,8.30,1009.17,0.00
2010-07-03,31.40,24.50,37.80,63.61,7.20,1009.17,0.00
2010-07-04,31.40,26.40,36.90,60.74,9.00,1009.17,0.00
2010-07-05,33.70,25.00,40.60,57.87,10.10,1009.17,0.00
2010-07-06,34.50,25.40,39.20,55.00,12.00,1009.17,0.00
2010-07-07,27.30,24.50,34.30,64.60,9.30,1009.18,0.00
2010-07-08,30.30,24.20,36.50,74.20,8.40,1009.18,0.00
2010-07-09,25.90,22.20,31.90,83.80,9.90,1009.18,7.50
2010-07-10,22.70,21.40,24.80,93.40,8.60,1009.18,9.50
2010-07-11,24.20,21.90,26.50,103.00,7.70,1009.18,0.40
2010-07-12,23.90,22.20,26.00,107.50,6.80,1009.18,0.00
2010-07-13,24.40,22.50,26.40,112.00,7.40,1009.18,0.70
2010-07-14,25.90,24.10,27.90,116.50,4.80,1009.18,0.10
2010-07-15,24.90,24.40,26.50,121.00,5.90,1009.18,3.40
2010-07-16,27.70,23.70,32.60,125.50,7.40,1009.18,0.00
2010-07-17,28.60,24.90,33.00,130.00,8.70,1009.18,0.10
2010-07-18,29.40,25.10,34.20,146.00,8.60,1009.18,0.00
2010-07-19,25.80,22.70,30.80,134.00,7.40,1009.18,6.20
2010-07-20,26.40,21.60,32.20,26.00,8.60,1009.18,3.50
2010-07-21,28.20,23.10,33.30,57.25,7.40,1009.18,0.00
2010-07-22,29.40,24.40,34.50,88.50,6.90,1009.18,0.00
2010-07-23,31.00,26.10,35.50,119.75,8.60,1009.18,0.00
2010-07-24,31.00,26.60,35.60,151.00,8.90,1009.18,0.00
2010-07-25,31.10,26.50,35.70,157.67,9.60,1009.18,0.00
2010-07-26,30.60,26.90,34.90,164.33,6.80,1009.18,0.00
2010-07-27,31.00,27.10,34.90,171.00,11.30,1009.19,0.00
2010-07-28,30.90,26.70,35.60,148.50,10.10,1009.19,0.00
2010-07-29,31.60,27.80,35.80,126.00,8.70,1009.19,0.00
2010-07-30,30.10,27.00,34.70,70.00,7.70,1009.19,0.00
2010-07-31,30.80,29.20,33.70,77.00,11.40,1009.19,0.00
2010-08-01,27.30,24.10,31.80,84.00,7.50,1009.19,0.10
2010-08-02,28.30,24.40,33.20,91.00,6.90,1009.19,0.00
2010-08-03,27.50,23.50,32.40,98.00,6.60,1009.19,0.00
2010-08-04,25.40,23.20,29.50,220.00,8.00,1009.19,25.90
2010-08-05,28.00,24.00,32.60,342.00,16.10,1009.19,0.00
2010-08-06,26.80,21.70,31.10,60.00,9.90,1009.19,0.00
2010-08-07,25.80,22.20,30.40,66.00,9.20,1009.19,0.00
2010-08-08,25.80,21.10,30.70,72.00,7.20,1009.19,2.80
2010-08-09,27.70,25.00,30.80,78.00,6.00,1009.19,0.00
2010-08-10,28.40,25.50,33.00,84.00,8.30,1009.19,0.00
2010-08-11,25.60,24.70,28.20,155.00,9.30,1009.19,0.10
2010-08-12,26.70,22.60,32.10,155.50,6.30,1009.19,0.00
2010-08-13,27.50,25.80,29.50,156.00,7.40,1009.19,0.00
2010-08-14,29.80,24.20,35.80,156.50,14.00,1009.19,0.00
2010-08-15,29.20,21.50,35.40,157.00,9.90,1009.19,0.00
2010-08-16,29.10,23.10,35.10,157.50,9.30,1009.20,0.00
2010-08-17,28.30,23.70,32.80,158.00,11.60,1009.20,0.00
2010-08-18,27.10,25.20,29.70,132.00,7.80,1009.20,2.70
2010-08-19,24.50,21.30,27.80,348.00,6.80,1009.20,38.80
2010-08-20,27.00,23.90,31.20,250.67,8.30,1009.20,0.00
2010-08-21,21.90,20.30,26.50,153.33,11.10,1009.20,78.90
2010-08-22,23.70,19.00,29.10,56.00,10.70,1009.20,1.00
2010-08-23,25.20,20.40,30.70,45.20,6.30,1009.20,0.00
2010-08-24,24.40,21.70,28.90,34.40,9.80,1009.20,0.00
2010-08-25,24.30,18.40,30.20,23.60,4.80,1009.20,0.00
2010-08-26,26.30,20.60,31.40,12.80,8.70,1009.20,0.00
2010-08-27,26.20,23.30,30.30,2.00,9.20,1009.20,0.00
2010-08-28,26.40,20.00,31.60,84.00,7.70,1009.20,0.00
2010-08-29,26.20,21.40,31.60,158.00,8.70,1009.20,0.00
2010-08-30,26.80,22.20,32.30,146.77,7.40,1009.20,0.00
2010-08-31,24.90,21.10,29.30,135.54,6.30,1009.20,27.50
2010-09-01,24.50,20.30,27.80,124.31,8.40,1009.20,24.60
2010-09-02,25.50,21.60,29.80,113.08,6.20,1009.20,0.00
2010-09-03,23.80,20.20,26.60,101.85,6.90,1009.20,1.10
2010-09-04,24.80,21.40,28.60,90.62,5.30,1009.20,0.00
2010-09-05,25.20,21.30,29.60,79.38,6.60,1009.21,0.00
2010-09-06,25.90,20.80,31.30,68.15,5.00,1009.21,0.00
2010-09-07,25.20,23.70,27.70,56.92,6.50,1009.21,0.00
2010-09-08,23.00,18.40,27.30,45.69,6.60,1009.21,0.00
2010-09-09,22.20,18.80,26.60,34.46,8.10,1009.21,0.00
2010-09-10,24.90,18.70,31.10,23.23,9.50,1009.21,0.00
2010-09-11,26.00,19.30,32.60,12.00,8.60,1009.21,0.00
2010-09-12,25.80,19.80,32.40,35.80,6.50,1009.21,0.00
2010-09-13,26.30,20.40,32.40,59.60,6.30,1009.21,0.00
2010-09-14,26.60,20.80,32.20,83.40,6.00,1009.21,0.00
2010-09-15,25.90,22.10,29.60,107.20,9.00,1009.21,0.00
